,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
3021,/organization/cyveillance,Cyveillance,|Security|,Security,USA,VA,"Washington, D.C.",Fairfax,/organization/qinetiq,QinetiQ,|Space Travel|Cyber Security|Aerospace|Defense|,Space Travel,USA,VA,"Washington, D.C.",Arlington,2009-05-06,2009-05,2009-Q2,2009.0,80000000,USD
3022,/organization/cyvek,CyVek,|Clinical Trials|Life Sciences|Biotechnology|,Life Sciences,USA,CT,Hartford,Wallingford,/organization/techne-corporation,Bio-Techne,|Medical Devices|Manufacturing|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Minneapolis,2014-11-04,2014-11,2014-Q4,2014.0,195000000,USD
3046,/organization/dailystrength,DailyStrength,|Curated Web|,Curated Web,USA,CA,Los Angeles,Los Angeles,/organization/hsw-international,HSW International,|Curated Web|,Curated Web,USA,GA,Atlanta,Atlanta,2008-12-03,2008-12,2008-Q4,2008.0,3125000,USD
3053,/organization/danger,Danger,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2008-02-11,2008-02,2008-Q1,2008.0,500000000,USD
3058,/organization/dapper,Dapper,|Music|Web Tools|Advertising|,Music,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2010-10-05,2010-10,2010-Q4,2010.0,55000000,USD
3067,/organization/data-domain,Data Domain,|Software|Enterprise Software|,Software,USA,MA,Boston,Hopkinton,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2009-07-08,2009-07,2009-Q3,2009.0,2100000000,USD
3099,/organization/datasynapse,DataSynapse,|Software|,Software,USA,NY,New York City,New York,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2009-08-25,2009-08,2009-Q3,2009.0,28000000,USD
3107,/organization/datrix,Datrix,|Semiconductors|,Semiconductors,USA,CA,San Diego,Escondido,/organization/intricon,IntriCon,|Hardware + Software|,Hardware + Software,USA,MN,Minneapolis,Saint Paul,2009-08-14,2009-08,2009-Q3,2009.0,2500000,USD
3109,/organization/datum-legal,Datum Legal,|Software|,Software,USA,NY,New York City,New York,/organization/integreon,Integreon,|Legal|,Legal,USA,NY,New York City,New York,2008-05-01,2008-05,2008-Q2,2008.0,10000000,USD
3111,/organization/dava-pharmaceuticals,DAVA Pharmaceuticals,|Pharmaceuticals|,Pharmaceuticals,USA,NJ,Newark,Fort Lee,/organization/endo-health-solutions,Endo Health Solutions,|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,PA,Philadelphia,Malvern,2014-06-24,2014-06,2014-Q2,2014.0,575000000,USD
3118,/organization/dax-technologies,DAX Technologies,|Mobile|,Mobile,USA,NJ,Atlantic City,Newtonville,/organization/spirent,Spirent Communications,|Network Security|Location Based Services|Mobile|Wireless|Internet|VoIP|Public Relations|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2014-02-21,2014-02,2014-Q1,2014.0,37000000,USD
3124,/organization/dayport,DayPort,|Advertising|,Advertising,USA,CA,San Diego,Carlsbad,/organization/entriq,Entriq,|Distribution|Media|Video|Games|,Distribution,USA,CA,San Diego,Carlsbad,2008-03-10,2008-03,2008-Q1,2008.0,45000000,USD
3151,/organization/dealer-com,Dealer.com,|Advertising|,Advertising,USA,VT,Montpelier,Burlington,/organization/dealertrack,DealerTrack,|Technology|Business Services|Finance|,Technology,USA,NY,Long Island,Hempstead,2013-12-19,2013-12,2013-Q4,2013.0,1000000000,USD
3166,/organization/debtfolio,DebtFolio,|Finance|,Finance,USA,CT,Hartford,Hartford,/organization/thestreet,TheStreet,|Finance|,Finance,USA,NY,New York City,New York,2008-06-24,2008-06,2008-Q2,2008.0,1200000,USD
3200,/organization/delta-trust-bank,Delta Trust & Bank,|Finance|,Finance,USA,AR,Little Rock,Little Rock,/organization/simmons-first-national-corporation,Simmons First National Corporation,|Finance|,Finance,USA,AR,AR - Other,Plainview,2014-03-24,2014-03,2014-Q1,2014.0,66000000,USD
3204,/organization/deltek,Deltek,|Enterprise Software|Software|,Enterprise Software,USA,VA,"Washington, D.C.",Herndon,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,2012-08-27,2012-08,2012-Q3,2012.0,1100000000,USD
3207,/organization/demandforce,Demandforce,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,2012-04-27,2012-04,2012-Q2,2012.0,423500000,USD
3208,/organization/demandtec,DemandTec,|Software|,Software,USA,CA,SF Bay Area,San Carlos,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2011-12-08,2011-12,2011-Q4,2011.0,440000000,USD
3221,/organization/denville-scientific,Denville Scientific,|Biotechnology|,Biotechnology,USA,NJ,Newark,South Plainfield,/organization/harvard-bioscience,Harvard Bioscience,|Biotechnology|,Biotechnology,USA,MA,Boston,Holliston,2009-09-03,2009-09,2009-Q3,2009.0,25500000,USD
3228,/organization/design-within-reach,Design Within Reach,|Designers|Indoor Positioning|Retail|E-Commerce|,Indoor Positioning,USA,CT,Hartford,Stamford,/organization/herman-miller,Herman Miller,|Manufacturing|,Manufacturing,USA,MI,Grand Rapids,Zeeland,2014-09-17,2014-09,2014-Q3,2014.0,154000000,USD
3234,/organization/assistly,Desk,|Customer Support Tools|Tech Field Support|Customer Service|CRM|SaaS|Enterprise Software|,Customer Support Tools,USA,CA,SF Bay Area,San Francisco,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2011-09-21,2011-09,2011-Q3,2011.0,50000000,USD
3259,/organization/diagnostic-hybrids,Diagnostic Hybrids,|Biotechnology|,Biotechnology,USA,OH,OH - Other,Athens,/organization/quidel,Quidel,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,2010-01-12,2010-01,2010-Q1,2010.0,130000000,USD
3262,/organization/dial-assurance,Dial Assurance,|Web Hosting|,Web Hosting,USA,CT,Hartford,Stamford,/organization/sitestar,Sitestar,|Web Hosting|,Web Hosting,USA,VA,Roanoke,Lynchburg,2008-03-01,2008-03,2008-Q1,2008.0,23000,USD
3264,/organization/dialogic,Dialogic,|Communications Infrastructure|Networking|Software|,Communications Infrastructure,USA,CA,SF Bay Area,San Jose,/organization/novacap,Novacap,|Investment Management|,Investment Management,CAN,QC,Montreal,Longueuil,2014-10-12,2014-10,2014-Q4,2014.0,35300000,USD
3266,/organization/diamond-game-enterprises,DIAMOND GAME ENTERPRISES,|Games|,Games,USA,CA,Los Angeles,Chatsworth,/organization/amaya-gaming,Amaya Gaming,|Lotteries|Gambling|Technology|,Technology,CAN,QC,Montreal,Pointe-claire,2013-06-17,2013-06,2013-Q2,2013.0,25000000,USD
3269,/organization/diamondware,DiamondWare,|Software|,Software,USA,AZ,Phoenix,Mesa,/organization/nortel-networks,Nortel Networks,|Audio|Telecommunications|VoIP|Mobile|,Mobile,CAN,ON,Toronto,Toronto,2008-08-19,2008-08,2008-Q3,2008.0,8000000,USD
3274,/organization/dieletric-parent-corp,Dieletric parent corp,|Hardware + Software|,Hardware + Software,USA,NC,Charlotte,Charlotte,/organization/sinclair-broadcast-group,Sinclair Broadcast Group,|Advertising|,Advertising,USA,MD,Baltimore,Hunt Valley,2013-06-18,2013-06,2013-Q2,2013.0,5000000,USD
3276,/organization/digeo,Digeo,|Hardware + Software|,Hardware + Software,USA,WA,Seattle,Kirkland,/organization/arris-group,Arris Group,|Public Relations|,Public Relations,USA,GA,Atlanta,Suwanee,2009-09-22,2009-09,2009-Q3,2009.0,20000000,USD
3277,/organization/digg,Digg,|Design|Technology|Social Bookmarking|Web Tools|Social Media|News|,News,USA,NY,New York City,New York,/organization/betaworks,betaworks,|Collaboration|Coworking|Social Media|,Coworking,USA,NY,New York City,New York,2012-07-12,2012-07,2012-Q3,2012.0,500000,USD
3288,/organization/digital-fuel,Digital Fuel,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2011-06-13,2011-06,2011-Q2,2011.0,85000000,USD
3292,/organization/digital-insight,Digital Insight,|Curated Web|,Curated Web,USA,CA,Los Angeles,Westlake Village,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,2013-07-01,2013-07,2013-Q3,2013.0,1024999999,USD
3293,/organization/digital-insight,Digital Insight,|Curated Web|,Curated Web,USA,CA,Los Angeles,Westlake Village,/organization/ncr,NCR,|Software|,Software,USA,GA,Atlanta,Duluth,2014-01-01,2014-01,2014-Q1,2014.0,1650000000,USD
3294,/organization/digital-insight,Digital Insight,|Curated Web|,Curated Web,USA,CA,Los Angeles,Westlake Village,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,2006-12-01,2006-12,2006-Q4,2006.0,1350000000,USD
3295,/organization/digital-instructor,Digital Instructor,|Software|,Software,USA,CO,Denver,Boulder,/organization/adex-media,AdEx Media,|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,2008-08-12,2008-08,2008-Q3,2008.0,8240000,USD
3308,/organization/digital-tutors-pl-studios,Digital-Tutors,|Education|,Education,USA,OK,Oklahoma City,Oklahoma City,/organization/pluralsight,Pluralsight,|Education|,Education,USA,UT,UT - Other,Cedar Valley,2014-04-09,2014-04,2014-Q2,2014.0,45000000,USD
3311,/organization/digitalsmiths,Digitalsmiths,|Web Development|Video|Software|,Video,USA,NC,Raleigh,Durham,/organization/tivo,TiVo,|Television|Hardware + Software|,Television,USA,CA,CA - Other,Alviso,2014-01-29,2014-01,2014-Q1,2014.0,135000000,USD
3312,/organization/digitalthink,DigitalThink,|Digital Media|Corporate Wellness|Enterprises|Electronics|,Electronics,USA,CA,SF Bay Area,San Francisco,/organization/convergys,Convergys,|Technology|Consulting|,Technology,USA,OH,Cincinnati,Cincinnati,2004-03-25,2004-03,2004-Q1,2004.0,120000000,USD
3324,/organization/dimdim,Dimdim,|Curated Web|,Curated Web,USA,MA,Boston,Lowell,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2011-01-06,2011-01,2011-Q1,2011.0,31000000,USD
3331,/organization/direct-hit,Direct Hit,|Search|,Search,USA,FL,Florida's Space Coast,Melbourne Beach,/organization/ask-com,Ask.com,|Search|Social Media|,Social Media,USA,CA,SF Bay Area,Oakland,2000-02-01,2000-02,2000-Q1,2000.0,500000000,USD
3335,/organization/directech-southwest,DirecTECH Southwest,|Hardware + Software|,Hardware + Software,USA,LA,"Lafayette, Louisiana",Lafayette,/organization/multiband,Multiband,|Public Relations|,Public Relations,USA,PA,Philadelphia,New Hope,2008-09-27,2008-09,2008-Q3,2008.0,4950000,USD
3349,/organization/discovery-mining,Discovery Mining,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/interwoven,Interwoven,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2008-07-23,2008-07,2008-Q3,2008.0,36000000,USD
3364,/organization/ditech-networks,Ditech Networks,|VoIP|Mobile|,VoIP,USA,CA,SF Bay Area,San Jose,/organization/nuance,Nuance Communications,|Software|,Software,USA,MA,Boston,Burlington,2012-09-18,2012-09,2012-Q3,2012.0,22500000,USD
3369,/organization/divestco-usa,Divestco USA,|Software|,Software,USA,CO,Denver,Denver,/organization/ihs,IHS,|Software|,Software,USA,CO,Denver,Englewood,2008-09-05,2008-09,2008-Q3,2008.0,3000000,USD
3370,/organization/divide,Divide,|Software|,Software,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2014-05-20,2014-05,2014-Q2,2014.0,120000000,USD
3377,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,/organization/sonic-solutions,Sonic Solutions,|Software|,Software,USA,CA,SF Bay Area,Novato,2010-06-02,2010-06,2010-Q2,2010.0,323000000,USD
3404,/organization/docverse,DocVerse,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2009-12-05,2009-12,2009-Q4,2009.0,25000000,USD
3420,/organization/dont-shoot-enterprises,Don't Shoot Enterprises,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Lisle,/organization/repeatseat,RepeatSeat,|Games|,Games,CAN,AB,Calgary,Calgary,2008-04-26,2008-04,2008-Q2,2008.0,20000,USD
3430,/organization/doremi-labs,Doremi Labs,|Digital Entertainment|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Burbank,/organization/dolby-laboratories,Dolby Laboratories,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,San Francisco,2014-02-24,2014-02,2014-Q1,2014.0,92500000,USD
3443,/organization/double-take-software,Double-Take Software,|Software|,Software,USA,MA,Boston,Southborough,/organization/social-solutions,Social Solutions,|Enterprise Software|Software|,Enterprise Software,USA,MD,Baltimore,Baltimore,2010-05-17,2010-05,2010-Q2,2010.0,242000000,USD
3444,/organization/doubleclick,DoubleClick,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/hellman-friedman,Hellman & Friedman,|Finance|,Finance,USA,CA,SF Bay Area,San Francisco,2005-07-13,2005-07,2005-Q3,2005.0,1100000000,USD
3445,/organization/doubleclick,DoubleClick,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2008-03-11,2008-03,2008-Q1,2008.0,3100000000,USD
3478,/organization/dropcam,Dropcam,|Video|Hardware|Security|Software|,Video,USA,CA,SF Bay Area,San Francisco,/organization/nest-labs,Nest Labs,|Home Automation|,Home Automation,USA,CA,SF Bay Area,Palo Alto,2014-06-20,2014-06,2014-Q2,2014.0,555000000,USD
3483,/organization/drugstore-com,Drugstore.com,|E-Commerce|,E-Commerce,USA,WA,Seattle,Bellevue,/organization/walgreens,Walgreens,|Photography|Health and Wellness|,Photography,USA,IL,Chicago,Deerfield,2011-03-24,2011-03,2011-Q1,2011.0,409000000,USD
3484,/organization/drugstore-com,Drugstore.com,|E-Commerce|,E-Commerce,USA,WA,Seattle,Bellevue,/organization/walgreens,Walgreens,|Photography|Health and Wellness|,Photography,USA,IL,Chicago,Deerfield,2011-03-24,2011-03,2011-Q1,2011.0,409000000,USD
3486,/organization/ds-services-of-america,DS Services of America,|Water|Water Purification|Food Processing|,Water Purification,USA,GA,Atlanta,Atlanta,/organization/cott-corp,Cott Corp.,|Food Processing|,Food Processing,CAN,ON,Toronto,Mississauga,2014-11-06,2014-11,2014-Q4,2014.0,1250000000,USD
